date,Day,Hour,Dir,Spd,Radiation,Temp
2023-06-04 04:00:00,3,4,220.0,0.156862745,0.0,0.802047782
2023-06-04 05:00:00,3,5,230.0,0.196078431,0.0,0.802047782
2023-06-04 06:00:00,3,6,220.0,0.205882353,0.0,0.798634812
2023-06-04 07:00:00,3,7,230.0,0.147058824,0.043227666,0.805460751
2023-06-04 08:00:00,3,8,240.0,0.176470588,0.069164265,0.815699659
2023-06-04 09:00:00,3,9,230.0,0.274509804,0.095100865,0.788395904
2023-06-04 10:00:00,3,10,220.0,0.343137255,0.141210375,0.812286689
2023-06-04 11:00:00,3,11,240.0,0.352941176,0.25648415,0.832764505
2023-06-04 12:00:00,3,12,240.0,0.37254902,0.354466859,0.832764505
2023-06-04 13:00:00,3,13,230.0,0.392156863,0.342939481,0.846416382
2023-06-04 14:00:00,3,14,230.0,0.431372549,0.34870317,0.839590444
2023-06-04 15:00:00,3,15,230.0,0.431372549,0.340057637,0.85665529
2023-06-04 16:00:00,3,16,230.0,0.303921569,0.458213256,0.860068259
2023-06-04 17:00:00,3,17,220.0,0.254901961,0.13832853,0.836177474
2023-06-04 18:00:00,3,18,220.0,0.235294118,0.040345821,0.829351536
2023-06-04 19:00:00,3,19,220.0,0.284313725,0.020172911,0.829351536
2023-06-04 20:00:00,3,20,230.0,0.294117647,0.0,0.829351536
2023-06-04 21:00:00,3,21,210.0,0.31372549,0.0,0.829351536
2023-06-04 22:00:00,3,22,220.0,0.284313725,0.0,0.829351536
2023-06-04 23:00:00,3,23,220.0,0.343137255,0.0,0.822525597
2023-06-05 00:00:00,3,24,210.0,0.294117647,0.0,0.825938567
2023-06-05 01:00:00,4,1,220.0,0.205882353,0.0,0.819112628
2023-06-05 02:00:00,4,2,220.0,0.352941176,0.0,0.815699659
2023-06-05 03:00:00,4,3,220.0,0.323529412,0.0,0.788395904
2023-06-05 04:00:00,4,4,210.0,0.401960784,0.0,0.798634812
2023-06-05 05:00:00,4,5,210.0,0.411764706,0.0,0.802047782
2023-06-05 06:00:00,4,6,210.0,0.382352941,0.0,0.788395904
2023-06-05 07:00:00,4,7,210.0,0.362745098,0.017291066,0.80887372
2023-06-05 08:00:00,4,8,220.0,0.480392157,0.077809798,0.80887372
2023-06-05 09:00:00,4,9,220.0,0.470588235,0.170028818,0.819112628
2023-06-05 10:00:00,4,10,220.0,0.539215686,0.299711816,0.829351536
2023-06-05 11:00:00,4,11,230.0,0.470588235,0.518731988,0.846416382
2023-06-05 12:00:00,4,12,230.0,0.431372549,0.763688761,0.866894198
2023-06-05 13:00:00,4,13,250.0,0.362745098,0.625360231,0.853242321
2023-06-05 14:00:00,4,14,230.0,0.303921569,0.443804035,0.85665529
2023-06-05 15:00:00,4,15,230.0,0.431372549,0.484149856,0.853242321
2023-06-05 16:00:00,4,16,230.0,0.323529412,0.354466859,0.849829352
2023-06-05 17:00:00,4,17,220.0,0.323529412,0.132564841,0.812286689
2023-06-05 18:00:00,4,18,230.0,0.333333333,0.158501441,0.832764505
2023-06-05 19:00:00,4,19,220.0,0.274509804,0.028818444,0.822525597
2023-06-05 20:00:00,4,20,230.0,0.31372549,0.0,0.825938567
2023-06-05 21:00:00,4,21,210.0,0.362745098,0.0,0.822525597
2023-06-05 22:00:00,4,22,220.0,0.333333333,0.0,0.822525597
2023-06-05 23:00:00,4,23,230.0,0.362745098,0.0,0.805460751
2023-06-06 00:00:00,4,24,230.0,0.411764706,0.0,0.795221843
2023-06-06 01:00:00,5,1,230.0,0.421568627,0.0,0.805460751
2023-06-06 02:00:00,5,2,120.0,0.41666666649999995,0.0,0.80887372
2023-06-06 03:00:00,5,3,220.0,0.411764706,0.0,0.80887372
2023-06-06 04:00:00,5,4,220.0,0.392156863,0.0,0.778156997
2023-06-06 05:00:00,5,5,220.0,0.460784314,0.0,0.798634812
2023-06-06 06:00:00,5,6,220.0,0.529411765,0.0,0.791808874
2023-06-06 07:00:00,5,7,220.0,0.558823529,0.008645533,0.798634812
2023-06-06 08:00:00,5,8,220.0,0.549019608,0.043227666,0.767918089
2023-06-06 09:00:00,5,9,240.0,0.411764706,0.144092219,0.798634812
2023-06-06 10:00:00,5,10,120.0,0.4215686275,0.224783862,0.812286689
2023-06-06 11:00:00,5,11,230.0,0.431372549,0.694524496,0.843003413
2023-06-06 12:00:00,5,12,230.0,0.431372549,0.400576369,0.836177474
2023-06-06 13:00:00,5,13,230.0,0.392156863,0.423631124,0.829351536
2023-06-06 14:00:00,5,14,230.0,0.421568627,0.42074928,0.832764505
2023-06-06 15:00:00,5,15,220.0,0.450980392,0.250720461,0.825938567
2023-06-06 16:00:00,5,16,230.0,0.441176471,0.190201729,0.825938567
2023-06-06 17:00:00,5,17,230.0,0.431372549,0.126801153,0.819112628
2023-06-06 18:00:00,5,18,230.0,0.421568627,0.060518732,0.819112628
2023-06-06 19:00:00,5,19,120.0,0.4178921564375,0.011527378,0.815699659
2023-06-06 20:00:00,5,20,120.0,0.41421568587499996,0.0,0.658703072
2023-06-06 21:00:00,5,21,120.0,0.4105392153125,0.0,0.66894198
2023-06-06 22:00:00,5,22,120.0,0.40686274475,0.0,0.682593857
2023-06-06 23:00:00,5,23,120.0,0.40318627418749997,0.0,0.696245734
2023-06-07 00:00:00,5,24,120.0,0.399509803625,0.0,0.71331058
2023-06-07 01:00:00,6,1,120.0,0.39583333306249996,0.0,0.733788396
2023-06-07 02:00:00,6,2,120.0,0.3921568625,0.0,0.754266212
2023-06-07 03:00:00,6,3,120.0,0.3884803919375,0.0,0.76109215
2023-06-07 04:00:00,6,4,120.0,0.38480392137499997,0.0,0.754266212
2023-06-07 05:00:00,6,5,120.0,0.3811274508125,0.0,0.662116041
2023-06-07 06:00:00,6,6,120.0,0.37745098025,0.0,0.682593857
2023-06-07 07:00:00,6,7,120.0,0.3737745096875,0.011527378,0.686006826
2023-06-07 08:00:00,6,8,120.0,0.370098039125,0.04610951,0.699658703
2023-06-07 09:00:00,6,9,120.0,0.36642156856249997,0.095100865,0.692832765
2023-06-07 10:00:00,6,10,270.0,0.362745098,0.16426513,0.706484642
2023-06-07 11:00:00,6,11,250.0,0.480392157,0.317002882,0.737201365
2023-06-07 12:00:00,6,12,120.0,0.5392156865,0.345821326,0.740614334
2023-06-07 13:00:00,6,13,240.0,0.598039216,0.213256484,0.679180887
2023-06-07 14:00:00,6,14,220.0,0.656862745,0.069164265,0.672354949
2023-06-07 15:00:00,6,15,120.0,0.55882352925,0.040345821,0.655290102
2023-06-07 16:00:00,6,16,120.0,0.4607843135,0.040345821,0.645051195
2023-06-07 17:00:00,6,17,120.0,0.36274509775,0.048991354,0.648464164
2023-06-07 18:00:00,6,18,290.0,0.264705882,0.011527378,0.648464164
2023-06-07 19:00:00,6,19,290.0,0.196078431,0.008645533,0.641638225
2023-06-07 20:00:00,6,20,270.0,0.088235294,0.0,0.645051195
2023-06-07 21:00:00,6,21,320.0,0.088235294,0.0,0.61774744
2023-06-07 22:00:00,6,22,140.0,0.029411765,0.0,0.648464164
2023-06-07 23:00:00,6,23,280.0,0.019607843,0.0,0.655290102
2023-06-08 00:00:00,6,24,290.0,0.0,0.0,0.651877133
2023-06-08 01:00:00,7,1,120.0,0.205882353,0.0,0.62116041
2023-06-08 02:00:00,7,2,120.0,0.18627451,0.0,0.62116041
2023-06-08 03:00:00,7,3,50.0,0.019607843,0.0,0.627986348
2023-06-08 04:00:00,7,4,120.0,0.049019608,0.0,0.624573379
2023-06-08 05:00:00,7,5,30.0,0.12745098,0.0,0.614334471
2023-06-08 06:00:00,7,6,30.0,0.039215686,0.0,0.61774744
2023-06-08 07:00:00,7,7,30.0,0.068627451,0.023054755,0.631399317
2023-06-08 08:00:00,7,8,120.0,0.0,0.126801153,0.662116041
2023-06-08 09:00:00,7,9,60.0,0.078431373,0.155619597,0.655290102
2023-06-08 10:00:00,7,10,70.0,0.078431373,0.149855908,0.675767918
2023-06-08 11:00:00,7,11,100.0,0.0,0.16426513,0.689419795
2023-06-08 12:00:00,7,12,110.0,0.019607843,0.273775216,0.723549488
2023-06-08 13:00:00,7,13,270.0,0.18627451,0.536023055,0.744027304
2023-06-08 14:00:00,7,14,270.0,0.166666667,0.536023055,0.764505119
2023-06-08 15:00:00,7,15,280.0,0.12745098,0.590778098,0.784982935
2023-06-08 16:00:00,7,16,270.0,0.18627451,0.443804035,0.771331058
2023-06-08 17:00:00,7,17,120.0,0.2450980395,0.172910663,0.747440273
2023-06-08 18:00:00,7,18,170.0,0.303921569,0.063400576,0.682593857
2023-06-08 19:00:00,7,19,130.0,0.039215686,0.023054755,0.686006826
2023-06-08 20:00:00,7,20,170.0,0.176470588,0.0,0.686006826
2023-06-08 21:00:00,7,21,270.0,0.078431373,0.0,0.689419795
2023-06-08 22:00:00,7,22,260.0,0.284313725,0.0,0.686006826
2023-06-08 23:00:00,7,23,20.0,0.039215686,0.0,0.682593857
2023-06-09 00:00:00,7,24,40.0,0.0,0.0,0.709897611
2023-06-09 01:00:00,8,1,110.0,0.0,0.0,0.686006826
2023-06-09 02:00:00,8,2,130.0,0.18627451,0.0,0.672354949
2023-06-09 03:00:00,8,3,120.0,0.18627451,0.0,0.672354949
2023-06-09 04:00:00,8,4,120.0,0.18627451,0.0,0.672354949
2023-06-09 05:00:00,8,5,120.0,0.205882353,0.0,0.682593857
2023-06-09 06:00:00,8,6,120.0,0.235294118,0.0,0.696245734
2023-06-09 07:00:00,8,7,140.0,0.196078431,0.043227666,0.730375427
2023-06-09 08:00:00,8,8,160.0,0.264705882,0.21037464,0.764505119
2023-06-09 09:00:00,8,9,170.0,0.245098039,0.42074928,0.788395904
2023-06-09 10:00:00,8,10,170.0,0.284313725,0.461095101,0.832764505
2023-06-09 11:00:00,8,11,170.0,0.401960784,0.510086455,0.815699659
2023-06-09 12:00:00,8,12,180.0,0.333333333,0.648414986,0.846416382
2023-06-09 13:00:00,8,13,170.0,0.303921569,0.688760807,0.822525597
2023-06-09 14:00:00,8,14,170.0,0.31372549,0.365994236,0.825938567
2023-06-09 15:00:00,8,15,120.0,0.31372549,0.42074928,0.819112628
2023-06-09 16:00:00,8,16,170.0,0.31372549,0.34870317,0.805460751
2023-06-09 17:00:00,8,17,180.0,0.284313725,0.317002882,0.798634812
2023-06-09 18:00:00,8,18,170.0,0.284313725,0.141210375,0.788395904
2023-06-09 19:00:00,8,19,170.0,0.254901961,0.057636888,0.771331058
2023-06-09 20:00:00,8,20,170.0,0.205882353,0.0,0.76109215
2023-06-09 21:00:00,8,21,160.0,0.156862745,0.0,0.750853242
2023-06-09 22:00:00,8,22,140.0,0.147058824,0.0,0.737201365
2023-06-09 23:00:00,8,23,130.0,0.088235294,0.0,0.730375427
2023-06-10 00:00:00,8,24,130.0,0.107843137,0.0,0.733788396
2023-06-10 01:00:00,9,1,120.0,0.098039216,0.0,0.730375427
2023-06-10 02:00:00,9,2,120.0,0.12745098,0.0,0.726962457
2023-06-10 03:00:00,9,3,130.0,0.078431373,0.0,0.699658703
2023-06-10 04:00:00,9,4,290.0,0.049019608,0.0,0.689419795
2023-06-10 05:00:00,9,5,110.0,0.0,0.0,0.696245734
2023-06-10 06:00:00,9,6,120.0,0.068627451,0.0,0.709897611
2023-06-10 07:00:00,9,7,170.0,0.12745098,0.051873199,0.750853242
2023-06-10 08:00:00,9,8,170.0,0.215686275,0.342939481,0.781569966
2023-06-10 09:00:00,9,9,180.0,0.254901961,0.121037464,0.76109215
2023-06-10 10:00:00,9,10,160.0,0.176470588,0.109510086,0.764505119
2023-06-10 11:00:00,9,11,170.0,0.254901961,0.270893372,0.795221843
2023-06-10 12:00:00,9,12,170.0,0.333333333,0.498559078,0.822525597
2023-06-10 13:00:00,9,13,170.0,0.294117647,0.538904899,0.819112628
2023-06-10 14:00:00,9,14,170.0,0.254901961,0.484149856,0.822525597
2023-06-10 15:00:00,9,15,170.0,0.254901961,0.501440922,0.822525597
2023-06-10 16:00:00,9,16,180.0,0.205882353,0.556195965,0.843003413
2023-06-10 17:00:00,9,17,170.0,0.274509804,0.472622478,0.829351536
2023-06-10 18:00:00,9,18,170.0,0.264705882,0.291066282,0.80887372
2023-06-10 19:00:00,9,19,170.0,0.205882353,0.07204611,0.764505119
2023-06-10 20:00:00,9,20,150.0,0.156862745,0.0,0.740614334
2023-06-10 21:00:00,9,21,130.0,0.117647059,0.0,0.726962457
2023-06-10 22:00:00,9,22,140.0,0.12745098,0.0,0.726962457
2023-06-10 23:00:00,9,23,140.0,0.137254902,0.0,0.720136519
2023-06-11 00:00:00,9,24,140.0,0.156862745,0.0,0.706484642
2023-06-11 01:00:00,10,1,120.0,0.166666667,0.0,0.706484642
2023-06-11 02:00:00,10,2,120.0,0.166666667,0.0,0.703071672
2023-06-11 03:00:00,10,3,130.0,0.166666667,0.0,0.703071672
2023-06-11 04:00:00,10,4,130.0,0.156862745,0.0,0.692832765
2023-06-11 05:00:00,10,5,130.0,0.078431373,0.0,0.689419795
2023-06-11 06:00:00,10,6,130.0,0.088235294,0.0,0.689419795
2023-06-11 07:00:00,10,7,130.0,0.058823529,0.066282421,0.730375427
2023-06-11 08:00:00,10,8,130.0,0.137254902,0.172910663,0.750853242
2023-06-11 09:00:00,10,9,140.0,0.137254902,0.345821326,0.815699659
2023-06-11 10:00:00,10,10,130.0,0.235294118,0.608069164,0.846416382
2023-06-11 11:00:00,10,11,130.0,0.254901961,0.665706052,0.85665529
2023-06-11 12:00:00,10,12,130.0,0.225490196,0.948126801,0.860068259
2023-06-11 13:00:00,10,13,140.0,0.225490196,0.974063401,0.877133106
2023-06-11 14:00:00,10,14,150.0,0.254901961,0.95389049,0.883959044
2023-06-11 15:00:00,10,15,150.0,0.303921569,0.844380403,0.894197952
2023-06-11 16:00:00,10,16,130.0,0.274509804,0.694524496,0.880546075
2023-06-11 17:00:00,10,17,130.0,0.303921569,0.495677233,0.860068259
2023-06-11 18:00:00,10,18,120.0,0.225490196,0.270893372,0.836177474
2023-06-11 19:00:00,10,19,120.0,0.12745098,0.066282421,0.795221843
2023-06-11 20:00:00,10,20,130.0,0.068627451,0.0,0.771331058
2023-06-11 21:00:00,10,21,130.0,0.039215686,0.0,0.76109215
2023-06-11 22:00:00,10,22,130.0,0.0,0.0,0.754266212
2023-06-11 23:00:00,10,23,130.0,0.0,0.0,0.750853242
2023-06-12 00:00:00,10,24,130.0,0.0,0.0,0.757679181
2023-06-12 01:00:00,11,1,290.0,0.0,0.0,0.76109215
2023-06-12 02:00:00,11,2,280.0,0.0,0.0,0.744027304
2023-06-12 03:00:00,11,3,270.0,0.0,0.0,0.747440273
2023-06-12 04:00:00,11,4,270.0,0.0,0.0,0.737201365
2023-06-12 05:00:00,11,5,270.0,0.009803922,0.0,0.730375427
2023-06-12 06:00:00,11,6,250.0,0.0,0.0,0.723549488
2023-06-12 07:00:00,11,7,130.0,0.088235294,0.063400576,0.757679181
2023-06-12 08:00:00,11,8,70.0,0.274509804,0.207492795,0.788395904
2023-06-12 09:00:00,11,9,60.0,0.264705882,0.317002882,0.822525597
2023-06-12 10:00:00,11,10,80.0,0.31372549,0.60518732,0.846416382
2023-06-12 11:00:00,11,11,100.0,0.37254902,0.737752161,0.877133106
2023-06-12 12:00:00,11,12,100.0,0.460784314,0.613832853,0.846416382
2023-06-12 13:00:00,11,13,110.0,0.470588235,0.299711816,0.795221843
2023-06-12 14:00:00,11,14,110.0,0.490196078,0.106628242,0.689419795
2023-06-12 15:00:00,11,15,130.0,0.490196078,0.023054755,0.689419795
2023-06-12 16:00:00,11,16,130.0,0.431372549,0.025936599,0.66894198
2023-06-12 17:00:00,11,17,120.0,0.323529412,0.063400576,0.706484642
2023-06-12 18:00:00,11,18,120.0,0.343137255,0.121037464,0.726962457
2023-06-12 19:00:00,11,19,120.0,0.294117647,0.040345821,0.730375427
2023-06-12 20:00:00,11,20,90.0,0.254901961,0.0,0.733788396
2023-06-12 21:00:00,11,21,100.0,0.333333333,0.0,0.744027304
2023-06-12 22:00:00,11,22,110.0,0.323529412,0.0,0.723549488
2023-06-12 23:00:00,11,23,120.0,0.470588235,0.0,0.66894198
2023-06-13 00:00:00,11,24,120.0,0.37254902,0.0,0.679180887
2023-06-13 01:00:00,12,1,130.0,0.254901961,0.0,0.699658703
2023-06-13 02:00:00,12,2,120.0,0.382352941,0.0,0.720136519
2023-06-13 03:00:00,12,3,130.0,0.441176471,0.0,0.696245734
2023-06-13 04:00:00,12,4,130.0,0.5,0.0,0.726962457
2023-06-13 05:00:00,12,5,130.0,0.637254902,0.0,0.744027304
2023-06-13 06:00:00,12,6,130.0,0.568627451,0.0,0.747440273
2023-06-13 07:00:00,12,7,130.0,0.539215686,0.037463977,0.750853242
2023-06-13 08:00:00,12,8,120.0,0.529411765,0.213256484,0.788395904
2023-06-13 09:00:00,12,9,130.0,0.5,0.239193084,0.788395904
2023-06-13 10:00:00,12,10,130.0,0.5,0.224783862,0.798634812
2023-06-13 11:00:00,12,11,130.0,0.529411765,0.311239193,0.80887372
2023-06-13 12:00:00,12,12,130.0,0.490196078,0.518731988,0.839590444
2023-06-13 13:00:00,12,13,130.0,0.460784314,0.472622478,0.825938567
2023-06-13 14:00:00,12,14,130.0,0.441176471,0.5129683,0.836177474
2023-06-13 15:00:00,12,15,130.0,0.352941176,0.783861671,0.880546075
2023-06-13 16:00:00,12,16,130.0,0.37254902,0.478386167,0.843003413
2023-06-13 17:00:00,12,17,130.0,0.411764706,0.34870317,0.829351536
2023-06-13 18:00:00,12,18,120.0,0.323529412,0.244956772,0.802047782
2023-06-13 19:00:00,12,19,130.0,0.284313725,0.054755043,0.781569966
2023-06-13 20:00:00,12,20,120.0,0.18627451,0.002881844,0.699658703
2023-06-13 21:00:00,12,21,120.0,0.12745098,0.0,0.730375427
2023-06-13 22:00:00,12,22,140.0,0.235294118,0.0,0.740614334
2023-06-13 23:00:00,12,23,130.0,0.225490196,0.0,0.744027304
2023-06-14 00:00:00,12,24,130.0,0.196078431,0.0,0.703071672
2023-06-14 01:00:00,13,1,120.0,0.215686275,0.0,0.706484642
2023-06-14 02:00:00,13,2,130.0,0.284313725,0.0,0.716723549
2023-06-14 03:00:00,13,3,120.0,0.274509804,0.0,0.720136519
2023-06-14 04:00:00,13,4,120.0,0.264705882,0.0,0.720136519
2023-06-14 05:00:00,13,5,130.0,0.225490196,0.0,0.720136519
2023-06-14 06:00:00,13,6,130.0,0.225490196,0.0,0.720136519
2023-06-14 07:00:00,13,7,120.0,0.235294118,0.048991354,0.737201365
2023-06-14 08:00:00,13,8,120.0,0.254901961,0.172910663,0.781569966
2023-06-14 09:00:00,13,9,120.0,0.235294118,0.383285303,0.819112628
2023-06-14 10:00:00,13,10,130.0,0.254901961,0.639769452,0.860068259
2023-06-14 11:00:00,13,11,120.0,0.323529412,0.821325648,0.85665529
2023-06-14 12:00:00,13,12,130.0,0.303921569,0.951008646,0.883959044
2023-06-14 13:00:00,13,13,130.0,0.284313725,0.968299712,0.870307167
2023-06-14 14:00:00,13,14,130.0,0.274509804,0.910662824,0.877133106
2023-06-14 15:00:00,13,15,120.0,0.264705882,0.806916427,0.873720137
2023-06-14 16:00:00,13,16,120.0,0.2549019605,0.674351585,0.866894198
2023-06-14 17:00:00,13,17,120.0,0.245098039,0.469740634,0.849829352
2023-06-14 18:00:00,13,18,130.0,0.156862745,0.250720461,0.836177474
2023-06-14 19:00:00,13,19,130.0,0.117647059,0.057636888,0.781569966
2023-06-14 20:00:00,13,20,130.0,0.098039216,0.0,0.750853242
2023-06-14 21:00:00,13,21,120.0,0.0,0.0,0.740614334
2023-06-14 22:00:00,13,22,120.0,0.088235294,0.0,0.726962457
2023-06-14 23:00:00,13,23,120.0,0.0,0.0,0.720136519
2023-06-15 00:00:00,13,24,120.0,0.0,0.0,0.733788396
2023-06-15 01:00:00,14,1,280.0,0.0,0.0,0.723549488
2023-06-15 02:00:00,14,2,270.0,0.0,0.0,0.716723549
2023-06-15 03:00:00,14,3,280.0,0.0,0.0,0.720136519
2023-06-15 04:00:00,14,4,280.0,0.0,0.0,0.709897611
2023-06-15 05:00:00,14,5,250.0,0.0,0.0,0.703071672
2023-06-15 06:00:00,14,6,280.0,0.0,0.0,0.692832765
2023-06-15 07:00:00,14,7,270.0,0.0,0.066282421,0.71331058
2023-06-15 08:00:00,14,8,280.0,0.0,0.244956772,0.747440273
2023-06-15 09:00:00,14,9,280.0,0.0,0.455331412,0.802047782
2023-06-15 10:00:00,14,10,270.0,0.147058824,0.625360231,0.80887372
2023-06-15 11:00:00,14,11,280.0,0.254901961,0.711815562,0.836177474
2023-06-15 12:00:00,14,12,120.0,0.26470588250000004,0.812680115,0.860068259
2023-06-15 13:00:00,14,13,270.0,0.274509804,0.86167147,0.863481229
2023-06-15 14:00:00,14,14,290.0,0.215686275,0.809798271,0.880546075
2023-06-15 15:00:00,14,15,310.0,0.215686275,0.682997118,0.90443686
2023-06-15 16:00:00,14,16,300.0,0.215686275,0.435158501,0.890784983
2023-06-15 17:00:00,14,17,300.0,0.156862745,0.377521614,0.887372014
2023-06-15 18:00:00,14,18,270.0,0.117647059,0.195965418,0.853242321
2023-06-15 19:00:00,14,19,270.0,0.12745098,0.054755043,0.839590444
2023-06-15 20:00:00,14,20,290.0,0.12745098,0.0,0.805460751
2023-06-15 21:00:00,14,21,300.0,0.039215686,0.0,0.798634812
2023-06-15 22:00:00,14,22,130.0,0.0,0.0,0.802047782
2023-06-15 23:00:00,14,23,290.0,0.0,0.0,0.781569966
2023-06-16 00:00:00,14,24,290.0,0.0,0.0,0.778156997
2023-06-16 01:00:00,15,1,290.0,0.0,0.0,0.757679181
2023-06-16 02:00:00,15,2,300.0,0.166666667,0.0,0.757679181
2023-06-16 03:00:00,15,3,300.0,0.117647059,0.0,0.750853242
2023-06-16 04:00:00,15,4,290.0,0.068627451,0.0,0.750853242
2023-06-16 05:00:00,15,5,280.0,0.009803922,0.0,0.744027304
2023-06-16 06:00:00,15,6,290.0,0.029411765,0.0,0.716723549
