Day,Hour,Dir,Spd,Temp,Radiation,date
1,12,270.0,0.208053691,0.94140625,0.936599424,2023-06-02 12:00:00
1,13,270.0,0.214765101,0.953125,0.974063401,2023-06-02 13:00:00
1,14,270.0,0.22147651,0.9609375,0.930835735,2023-06-02 14:00:00
1,15,270.0,0.22147651,0.96484375,0.812680115,2023-06-02 15:00:00
1,16,270.0,0.140939597,0.9609375,0.654178674,2023-06-02 16:00:00
1,17,270.0,0.161073826,0.94140625,0.438040346,2023-06-02 17:00:00
1,18,230.0,0.10738255,0.91796875,0.213256484,2023-06-02 18:00:00
1,19,230.0,0.087248322,0.8828125,0.04610951,2023-06-02 19:00:00
1,20,120.0,0.067114094,0.8671875,0.0,2023-06-02 20:00:00
1,21,260.0,0.046979866,0.86328125,0.0,2023-06-02 21:00:00
1,22,270.0,0.080536913,0.86328125,0.0,2023-06-02 22:00:00
1,23,230.0,0.053691275,0.85546875,0.0,2023-06-02 23:00:00
1,24,270.0,0.067114094,0.828125,0.0,2023-06-03 00:00:00
2,1,270.0,0.060402685,0.83203125,0.0,2023-06-03 01:00:00
2,2,270.0,0.080536913,0.82421875,0.0,2023-06-03 02:00:00
2,3,270.0,0.073825503,0.82421875,0.0,2023-06-03 03:00:00
2,4,270.0,0.067114094,0.81640625,0.0,2023-06-03 04:00:00
2,5,280.0,0.026845638,0.8125,0.0,2023-06-03 05:00:00
2,6,270.0,0.026845638,0.80859375,0.0,2023-06-03 06:00:00
2,7,290.0,0.006711409,0.83203125,0.060518732,2023-06-03 07:00:00
2,8,280.0,0.040268456,0.86328125,0.195965418,2023-06-03 08:00:00
2,9,270.0,0.080536913,0.88671875,0.308357349,2023-06-03 09:00:00
2,10,300.0,0.181208054,0.86328125,0.438040346,2023-06-03 10:00:00
2,11,120.0,0.167785235,0.90234375,0.798270893,2023-06-03 11:00:00
2,12,270.0,0.154362416,0.93359375,0.878962536,2023-06-03 12:00:00
2,13,270.0,0.201342282,0.9453125,0.916426513,2023-06-03 13:00:00
2,14,270.0,0.187919463,0.95703125,0.873198847,2023-06-03 14:00:00
2,15,260.0,0.194630872,0.953125,0.778097983,2023-06-03 15:00:00
2,16,210.0,0.167785235,0.95703125,0.648414986,2023-06-03 16:00:00
2,17,240.0,0.161073826,0.9375,0.386167147,2023-06-03 17:00:00
2,18,270.0,0.147651007,0.890625,0.112391931,2023-06-03 18:00:00
2,19,260.0,0.127516779,0.87890625,0.025936599,2023-06-03 19:00:00
2,20,270.0,0.10738255,0.875,0.0,2023-06-03 20:00:00
2,21,290.0,0.087248322,0.8671875,0.0,2023-06-03 21:00:00
2,22,280.0,0.087248322,0.86328125,0.0,2023-06-03 22:00:00
2,23,280.0,0.060402685,0.8515625,0.0,2023-06-03 23:00:00
2,24,290.0,0.067114094,0.84765625,0.0,2023-06-04 00:00:00
3,1,290.0,0.053691275,0.84375,0.0,2023-06-04 01:00:00
3,2,270.0,0.080536913,0.84375,0.0,2023-06-04 02:00:00
3,3,290.0,0.040268456,0.8359375,0.0,2023-06-04 03:00:00
3,4,270.0,0.073825503,0.83203125,0.0,2023-06-04 04:00:00
3,5,280.0,0.060402685,0.82421875,0.0,2023-06-04 05:00:00
3,6,130.0,0.100671141,0.7265625,0.0,2023-06-04 06:00:00
3,7,180.0,0.046979866,0.80078125,0.069164265,2023-06-04 07:00:00
3,8,290.0,0.060402685,0.84765625,0.216138329,2023-06-04 08:00:00
3,9,290.0,0.073825503,0.8671875,0.423631124,2023-06-04 09:00:00
3,10,290.0,0.100671141,0.890625,0.573487032,2023-06-04 10:00:00
3,11,210.0,0.154362416,0.875,0.677233429,2023-06-04 11:00:00
3,12,280.0,0.154362416,0.91015625,0.88184438,2023-06-04 12:00:00
3,13,290.0,0.100671141,0.9296875,0.74351585,2023-06-04 13:00:00
3,14,290.0,0.134228188,0.9140625,0.550432277,2023-06-04 14:00:00
3,15,250.0,0.127516779,0.9140625,0.288184438,2023-06-04 15:00:00
3,16,270.0,0.127516779,0.91796875,0.363112392,2023-06-04 16:00:00
3,17,260.0,0.140939597,0.8984375,0.198847262,2023-06-04 17:00:00
3,18,270.0,0.100671141,0.8828125,0.074927954,2023-06-04 18:00:00
3,19,270.0,0.100671141,0.875,0.025936599,2023-06-04 19:00:00
3,20,280.0,0.067114094,0.86328125,0.0,2023-06-04 20:00:00
3,21,300.0,0.013422819,0.859375,0.0,2023-06-04 21:00:00
3,22,300.0,0.013422819,0.8515625,0.0,2023-06-04 22:00:00
3,23,290.0,0.0,0.859375,0.0,2023-06-04 23:00:00
3,24,290.0,0.0,0.8515625,0.0,2023-06-05 00:00:00
4,1,280.0,0.006711409,0.84765625,0.0,2023-06-05 01:00:00
4,2,290.0,0.0,0.8359375,0.0,2023-06-05 02:00:00
4,3,270.0,0.053691275,0.84765625,0.0,2023-06-05 03:00:00
4,4,290.0,0.040268456,0.83203125,0.0,2023-06-05 04:00:00
4,5,290.0,0.033557047,0.828125,0.0,2023-06-05 05:00:00
4,6,290.0,0.046979866,0.828125,0.0,2023-06-05 06:00:00
4,7,270.0,0.006711409,0.8359375,0.063400576,2023-06-05 07:00:00
4,8,280.0,0.046979866,0.875,0.250720461,2023-06-05 08:00:00
4,9,270.0,0.093959732,0.890625,0.282420749,2023-06-05 09:00:00
4,10,290.0,0.134228188,0.8515625,0.121037464,2023-06-05 10:00:00
4,11,280.0,0.087248322,0.84375,0.109510086,2023-06-05 11:00:00
4,12,270.0,0.10738255,0.88671875,0.342939481,2023-06-05 12:00:00
4,13,270.0,0.100671141,0.88671875,0.236311239,2023-06-05 13:00:00
4,14,270.0,0.100671141,0.8671875,0.141210375,2023-06-05 14:00:00
4,15,280.0,0.127516779,0.87109375,0.121037464,2023-06-05 15:00:00
4,16,290.0,0.0,0.9140625,0.201729107,2023-06-05 16:00:00
4,17,260.0,0.0,0.91015625,0.172910663,2023-06-05 17:00:00
4,18,290.0,0.0,0.89453125,0.121037464,2023-06-05 18:00:00
4,19,290.0,0.0,0.87109375,0.023054755,2023-06-05 19:00:00
4,20,290.0,0.033557047,0.859375,0.0,2023-06-05 20:00:00
4,21,290.0,0.067114094,0.8515625,0.0,2023-06-05 21:00:00
4,22,290.0,0.020134228,0.8515625,0.0,2023-06-05 22:00:00
4,23,290.0,0.026845638,0.8515625,0.0,2023-06-05 23:00:00
4,24,280.0,0.006711409,0.85546875,0.0,2023-06-06 00:00:00
5,1,290.0,0.0,0.8515625,0.0,2023-06-06 01:00:00
5,2,290.0,0.0,0.8515625,0.0,2023-06-06 02:00:00
5,3,270.0,0.006711409,0.84765625,0.0,2023-06-06 03:00:00
5,4,330.0,0.080536913,0.79296875,0.0,2023-06-06 04:00:00
5,5,350.0,0.0,0.80078125,0.0,2023-06-06 05:00:00
5,6,290.0,0.0,0.8203125,0.0,2023-06-06 06:00:00
5,7,290.0,0.0,0.83984375,0.051873199,2023-06-06 07:00:00
5,8,280.0,0.020134228,0.86328125,0.213256484,2023-06-06 08:00:00
5,9,280.0,0.10738255,0.88671875,0.288184438,2023-06-06 09:00:00
5,10,120.0,0.10402684549999999,0.8984375,0.374639769,2023-06-06 10:00:00
5,11,270.0,0.100671141,0.92578125,0.357348703,2023-06-06 11:00:00
5,12,270.0,0.147651007,0.9609375,0.723342939,2023-06-06 12:00:00
5,13,270.0,0.181208054,0.81640625,0.265129683,2023-06-06 13:00:00
5,14,300.0,0.134228188,0.74609375,0.028818444,2023-06-06 14:00:00
5,15,270.0,0.013422819,0.73828125,0.014409222,2023-06-06 15:00:00
5,16,130.0,0.033557047,0.73828125,0.028818444,2023-06-06 16:00:00
5,17,110.0,0.067114094,0.7734375,0.100864553,2023-06-06 17:00:00
5,18,110.0,0.0,0.79296875,0.109510086,2023-06-06 18:00:00
5,19,290.0,0.0,0.78515625,0.034582133,2023-06-06 19:00:00
5,20,290.0,0.073825503,0.7578125,0.0,2023-06-06 20:00:00
5,21,320.0,0.0,0.78125,0.0,2023-06-06 21:00:00
5,22,120.0,0.0,0.79296875,0.0,2023-06-06 22:00:00
5,23,120.0,0.0,0.796875,0.0,2023-06-06 23:00:00
5,24,250.0,0.0,0.80859375,0.0,2023-06-07 00:00:00
6,1,280.0,0.0,0.8125,0.0,2023-06-07 01:00:00
6,2,290.0,0.0,0.81640625,0.0,2023-06-07 02:00:00
6,3,340.0,0.0,0.8125,0.0,2023-06-07 03:00:00
6,4,120.0,0.006711409,0.80078125,0.0,2023-06-07 04:00:00
6,5,270.0,0.013422819,0.796875,0.0,2023-06-07 05:00:00
6,6,280.0,0.0,0.796875,0.0,2023-06-07 06:00:00
6,7,290.0,0.006711409,0.8203125,0.043227666,2023-06-07 07:00:00
6,8,290.0,0.020134228,0.84375,0.16426513,2023-06-07 08:00:00
6,9,290.0,0.053691275,0.90234375,0.446685879,2023-06-07 09:00:00
6,10,290.0,0.087248322,0.92578125,0.657060519,2023-06-07 10:00:00
6,11,290.0,0.134228188,0.91015625,0.778097983,2023-06-07 11:00:00
6,12,120.0,0.12304250566666666,0.94140625,0.812680115,2023-06-07 12:00:00
6,13,120.0,0.11185682333333334,0.9765625,0.956772334,2023-06-07 13:00:00
6,14,130.0,0.100671141,0.9453125,0.622478386,2023-06-07 14:00:00
6,15,130.0,0.120805369,0.9765625,0.680115274,2023-06-07 15:00:00
6,16,120.0,0.174496644,0.9375,0.475504323,2023-06-07 16:00:00
6,17,120.0,0.201342282,0.89453125,0.21037464,2023-06-07 17:00:00
6,18,120.0,0.161073826,0.86328125,0.074927954,2023-06-07 18:00:00
6,19,130.0,0.147651007,0.8359375,0.011527378,2023-06-07 19:00:00
6,20,120.0,0.181208054,0.83203125,0.0,2023-06-07 20:00:00
6,21,120.0,0.167785235,0.82421875,0.0,2023-06-07 21:00:00
6,22,120.0,0.11409396,0.83203125,0.0,2023-06-07 22:00:00
6,23,120.0,0.174496644,0.8203125,0.0,2023-06-07 23:00:00
6,24,120.0,0.10738255,0.8125,0.0,2023-06-08 00:00:00
7,1,120.0,0.11409396,0.80859375,0.0,2023-06-08 01:00:00
7,2,120.0,0.100671141,0.81640625,0.0,2023-06-08 02:00:00
7,3,130.0,0.087248322,0.796875,0.0,2023-06-08 03:00:00
7,4,130.0,0.046979866,0.79296875,0.0,2023-06-08 04:00:00
7,5,120.0,0.073825503,0.79296875,0.0,2023-06-08 05:00:00
7,6,120.0,0.087248322,0.77734375,0.0,2023-06-08 06:00:00
7,7,110.0,0.013422819,0.796875,0.051873199,2023-06-08 07:00:00
7,8,130.0,0.053691275,0.828125,0.115273775,2023-06-08 08:00:00
7,9,120.0,0.11409396,0.90625,0.342939481,2023-06-08 09:00:00
7,10,130.0,0.181208054,0.93359375,0.642651297,2023-06-08 10:00:00
7,11,120.0,0.208053691,0.95703125,0.841498559,2023-06-08 11:00:00
7,12,120.0,0.228187919,0.94140625,0.878962536,2023-06-08 12:00:00
7,13,130.0,0.214765101,0.91015625,0.587896254,2023-06-08 13:00:00
7,14,120.0,0.22147651000000002,0.9296875,0.628242075,2023-06-08 14:00:00
7,15,140.0,0.228187919,0.84375,0.498559078,2023-06-08 15:00:00
7,16,130.0,0.181208054,0.81640625,0.121037464,2023-06-08 16:00:00
7,17,120.0,0.11409396,0.86328125,0.250720461,2023-06-08 17:00:00
7,18,130.0,0.080536913,0.8359375,0.144092219,2023-06-08 18:00:00
7,19,140.0,0.073825503,0.80859375,0.017291066,2023-06-08 19:00:00
7,20,120.0,0.060402685,0.79296875,0.0,2023-06-08 20:00:00
7,21,120.0,0.124161074,0.78515625,0.0,2023-06-08 21:00:00
7,22,130.0,0.187919463,0.78515625,0.0,2023-06-08 22:00:00
7,23,130.0,0.167785235,0.78515625,0.0,2023-06-08 23:00:00
7,24,120.0,0.167785235,0.78515625,0.0,2023-06-09 00:00:00
8,1,120.0,0.134228188,0.78515625,0.0,2023-06-09 01:00:00
8,2,120.0,0.161073826,0.78515625,0.0,2023-06-09 02:00:00
8,3,120.0,0.134228188,0.7890625,0.0,2023-06-09 03:00:00
8,4,120.0,0.147651007,0.78125,0.0,2023-06-09 04:00:00
8,5,130.0,0.140939597,0.796875,0.0,2023-06-09 05:00:00
8,6,120.0,0.134228188,0.79296875,0.0,2023-06-09 06:00:00
8,7,130.0,0.10738255,0.78515625,0.023054755,2023-06-09 07:00:00
8,8,120.0,0.11409396,0.74609375,0.051873199,2023-06-09 08:00:00
8,9,110.0,0.033557047,0.78125,0.083573487,2023-06-09 09:00:00
8,10,120.0,0.154362416,0.78125,0.175792507,2023-06-09 10:00:00
8,11,120.0,0.134228188,0.81640625,0.299711816,2023-06-09 11:00:00
8,12,120.0,0.154362416,0.7890625,0.250720461,2023-06-09 12:00:00
8,13,130.0,0.026845638,0.84375,0.463976945,2023-06-09 13:00:00
8,14,280.0,0.026845638,0.796875,0.135446686,2023-06-09 14:00:00
8,15,130.0,0.067114094,0.8203125,0.152737752,2023-06-09 15:00:00
8,16,130.0,0.033557047,0.8359375,0.244956772,2023-06-09 16:00:00
8,17,110.0,0.0,0.85546875,0.195965418,2023-06-09 17:00:00
8,18,120.0,0.060402685,0.84765625,0.135446686,2023-06-09 18:00:00
8,19,110.0,0.067114094,0.80859375,0.025936599,2023-06-09 19:00:00
8,20,130.0,0.11409396,0.7890625,0.0,2023-06-09 20:00:00
8,21,130.0,0.087248322,0.76953125,0.0,2023-06-09 21:00:00
8,22,120.0,0.067114094,0.76953125,0.0,2023-06-09 22:00:00
8,23,110.0,0.073825503,0.765625,0.0,2023-06-09 23:00:00
8,24,120.0,0.134228188,0.7578125,0.0,2023-06-10 00:00:00
9,1,120.0,0.120805369,0.75390625,0.0,2023-06-10 01:00:00
9,2,120.0,0.067114094,0.75390625,0.0,2023-06-10 02:00:00
9,3,120.0,0.013422819,0.7578125,0.0,2023-06-10 03:00:00
9,4,120.0,0.046979866,0.75390625,0.0,2023-06-10 04:00:00
9,5,110.0,0.040268456,0.75390625,0.0,2023-06-10 05:00:00
9,6,120.0,0.020134228,0.75,0.0,2023-06-10 06:00:00
9,7,130.0,0.080536913,0.77734375,0.057636888,2023-06-10 07:00:00
9,8,120.0,0.053691275,0.83203125,0.18443804,2023-06-10 08:00:00
9,9,120.0,0.046979866,0.9296875,0.435158501,2023-06-10 09:00:00
9,10,140.0,0.093959732,0.890625,0.46685879,2023-06-10 10:00:00
9,11,130.0,0.087248322,0.8984375,0.44092219,2023-06-10 11:00:00
9,12,110.0,0.120805369,0.8203125,0.190201729,2023-06-10 12:00:00
9,13,170.0,0.073825503,0.890625,0.538904899,2023-06-10 13:00:00
9,14,290.0,0.067114094,0.8984375,0.414985591,2023-06-10 14:00:00
9,15,290.0,0.140939597,0.89453125,0.622478386,2023-06-10 15:00:00
9,16,290.0,0.127516779,0.91796875,0.691642651,2023-06-10 16:00:00
9,17,170.0,0.11409396,0.88671875,0.239193084,2023-06-10 17:00:00
9,18,140.0,0.093959732,0.87109375,0.146974063,2023-06-10 18:00:00
9,19,160.0,0.10738255,0.83984375,0.048991354,2023-06-10 19:00:00
9,20,160.0,0.046979866,0.8203125,0.0,2023-06-10 20:00:00
9,21,160.0,0.087248322,0.81640625,0.0,2023-06-10 21:00:00
9,22,160.0,0.040268456,0.80859375,0.0,2023-06-10 22:00:00
9,23,160.0,0.033557047,0.81640625,0.0,2023-06-10 23:00:00
9,24,280.0,0.013422819,0.8203125,0.0,2023-06-11 00:00:00
10,1,120.0,0.0067114095,0.8125,0.0,2023-06-11 01:00:00
10,2,290.0,0.0,0.8046875,0.0,2023-06-11 02:00:00
10,3,290.0,0.0,0.8046875,0.0,2023-06-11 03:00:00
10,4,290.0,0.040268456,0.76953125,0.0,2023-06-11 04:00:00
10,5,330.0,0.040268456,0.77734375,0.0,2023-06-11 05:00:00
10,6,320.0,0.0,0.76953125,0.0,2023-06-11 06:00:00
10,7,130.0,0.0,0.78515625,0.020172911,2023-06-11 07:00:00
10,8,120.0,0.040268456,0.80859375,0.080691643,2023-06-11 08:00:00
10,9,120.0,0.060402685,0.81640625,0.121037464,2023-06-11 09:00:00
10,10,120.0,0.067114094,0.83984375,0.201729107,2023-06-11 10:00:00
10,11,140.0,0.11409396,0.72265625,0.123919308,2023-06-11 11:00:00
10,12,100.0,0.013422819,0.75,0.11815562,2023-06-11 12:00:00
10,13,270.0,0.0,0.77734375,0.239193084,2023-06-11 13:00:00
10,14,280.0,0.040268456,0.81640625,0.360230548,2023-06-11 14:00:00
10,15,100.0,0.0,0.83203125,0.354466859,2023-06-11 15:00:00
10,16,130.0,0.067114094,0.8671875,0.492795389,2023-06-11 16:00:00
10,17,160.0,0.11409396,0.84375,0.371757925,2023-06-11 17:00:00
10,18,120.0,0.134228188,0.80859375,0.181556196,2023-06-11 18:00:00
10,19,130.0,0.120805369,0.765625,0.023054755,2023-06-11 19:00:00
10,20,120.0,0.100671141,0.7578125,0.0,2023-06-11 20:00:00
10,21,130.0,0.073825503,0.76171875,0.0,2023-06-11 21:00:00
10,22,120.0,0.053691275,0.75390625,0.0,2023-06-11 22:00:00
10,23,130.0,0.020134228,0.7578125,0.0,2023-06-11 23:00:00
10,24,220.0,0.067114094,0.71875,0.0,2023-06-12 00:00:00
11,1,290.0,0.053691275,0.7265625,0.0,2023-06-12 01:00:00
11,2,290.0,0.006711409,0.71875,0.0,2023-06-12 02:00:00
11,3,300.0,0.0,0.70703125,0.0,2023-06-12 03:00:00
11,4,330.0,0.013422819,0.7109375,0.0,2023-06-12 04:00:00
11,5,30.0,0.020134228,0.71484375,0.0,2023-06-12 05:00:00
11,6,30.0,0.0,0.72265625,0.0,2023-06-12 06:00:00
11,7,110.0,0.0,0.73046875,0.037463977,2023-06-12 07:00:00
11,8,110.0,0.046979866,0.796875,0.201729107,2023-06-12 08:00:00
11,9,140.0,0.087248322,0.74609375,0.178674352,2023-06-12 09:00:00
11,10,120.0,0.0738255035,0.81640625,0.328530259,2023-06-12 10:00:00
11,11,160.0,0.060402685,0.83984375,0.354466859,2023-06-12 11:00:00
11,12,170.0,0.140939597,0.78515625,0.567723343,2023-06-12 12:00:00
11,13,160.0,0.060402685,0.890625,0.731988473,2023-06-12 13:00:00
11,14,140.0,0.093959732,0.90234375,0.832853026,2023-06-12 14:00:00
11,15,140.0,0.161073826,0.81640625,0.518731988,2023-06-12 15:00:00
11,16,150.0,0.120805369,0.78515625,0.21037464,2023-06-12 16:00:00
11,17,80.0,0.046979866,0.75,0.112391931,2023-06-12 17:00:00
11,18,110.0,0.100671141,0.75,0.089337176,2023-06-12 18:00:00
11,19,110.0,0.080536913,0.7578125,0.020172911,2023-06-12 19:00:00
11,20,120.0,0.120805369,0.76171875,0.0,2023-06-12 20:00:00
11,21,120.0,0.127516779,0.765625,0.0,2023-06-12 21:00:00
11,22,120.0,0.1107382555,0.765625,0.0,2023-06-12 22:00:00
11,23,120.0,0.093959732,0.7265625,0.0,2023-06-12 23:00:00
11,24,110.0,0.11409396,0.71875,0.0,2023-06-13 00:00:00
12,1,130.0,0.127516779,0.73828125,0.0,2023-06-13 01:00:00
12,2,110.0,0.11409396,0.73828125,0.0,2023-06-13 02:00:00
12,3,110.0,0.167785235,0.703125,0.0,2023-06-13 03:00:00
12,4,120.0,0.14429530200000001,0.7265625,0.0,2023-06-13 04:00:00
12,5,110.0,0.120805369,0.73046875,0.0,2023-06-13 05:00:00
12,6,110.0,0.140939597,0.73046875,0.0,2023-06-13 06:00:00
12,7,110.0,0.147651007,0.75390625,0.031700288,2023-06-13 07:00:00
12,8,110.0,0.067114094,0.796875,0.135446686,2023-06-13 08:00:00
12,9,120.0,0.073825503,0.87890625,0.432276657,2023-06-13 09:00:00
12,10,120.0,0.09060402649999999,0.73046875,0.123919308,2023-06-13 10:00:00
12,11,40.0,0.10738255,0.76953125,0.161383285,2023-06-13 11:00:00
12,12,70.0,0.093959732,0.8125,0.308357349,2023-06-13 12:00:00
12,13,110.0,0.026845638,0.8046875,0.204610951,2023-06-13 13:00:00
12,14,110.0,0.033557047,0.77734375,0.204610951,2023-06-13 14:00:00
12,15,290.0,0.026845638,0.76171875,0.152737752,2023-06-13 15:00:00
12,16,50.0,0.053691275,0.7734375,0.13832853,2023-06-13 16:00:00
12,17,120.0,0.087248322,0.78515625,0.172910663,2023-06-13 17:00:00
12,18,110.0,0.093959732,0.76953125,0.063400576,2023-06-13 18:00:00
12,19,120.0,0.161073826,0.75390625,0.017291066,2023-06-13 19:00:00
12,20,120.0,0.147651007,0.75,0.0,2023-06-13 20:00:00
12,21,120.0,0.147651007,0.75390625,0.0,2023-06-13 21:00:00
12,22,120.0,0.087248322,0.75,0.0,2023-06-13 22:00:00
12,23,120.0,0.11409396,0.76171875,0.0,2023-06-13 23:00:00
12,24,120.0,0.11409396,0.75390625,0.0,2023-06-14 00:00:00
13,1,120.0,0.10738255,0.75390625,0.0,2023-06-14 01:00:00
13,2,120.0,0.080536913,0.75,0.0,2023-06-14 02:00:00
13,3,120.0,0.046979866,0.74609375,0.0,2023-06-14 03:00:00
13,4,120.0,0.080536913,0.7421875,0.0,2023-06-14 04:00:00
13,5,120.0,0.093959732,0.73828125,0.0,2023-06-14 05:00:00
13,6,120.0,0.10738255,0.73828125,0.0,2023-06-14 06:00:00
13,7,120.0,0.060402685,0.76953125,0.048991354,2023-06-14 07:00:00
13,8,120.0,0.093959732,0.85546875,0.239193084,2023-06-14 08:00:00
13,9,120.0,0.080536913,0.90234375,0.463976945,2023-06-14 09:00:00
13,10,140.0,0.060402685,0.9453125,0.691642651,2023-06-14 10:00:00
13,11,150.0,0.040268456,0.89453125,0.680115274,2023-06-14 11:00:00
13,12,280.0,0.10738255,0.91015625,0.461095101,2023-06-14 12:00:00
13,13,280.0,0.053691275,0.87109375,0.259365994,2023-06-14 13:00:00
13,14,270.0,0.046979866,0.89453125,0.331412104,2023-06-14 14:00:00
13,15,270.0,0.080536913,0.90625,0.30259366,2023-06-14 15:00:00
13,16,280.0,0.087248322,0.91796875,0.42074928,2023-06-14 16:00:00
13,17,270.0,0.11409396,0.90234375,0.377521614,2023-06-14 17:00:00
13,18,290.0,0.087248322,0.875,0.172910663,2023-06-14 18:00:00
13,19,290.0,0.087248322,0.83984375,0.028818444,2023-06-14 19:00:00
13,20,290.0,0.067114094,0.828125,0.0,2023-06-14 20:00:00
13,21,290.0,0.040268456,0.828125,0.0,2023-06-14 21:00:00
13,22,290.0,0.0,0.83203125,0.0,2023-06-14 22:00:00
13,23,290.0,0.0,0.8203125,0.0,2023-06-14 23:00:00
13,24,130.0,0.006711409,0.8046875,0.0,2023-06-15 00:00:00
14,1,120.0,0.0503355705,0.80859375,0.0,2023-06-15 01:00:00
14,2,120.0,0.093959732,0.79296875,0.0,2023-06-15 02:00:00
14,3,130.0,0.006711409,0.80078125,0.0,2023-06-15 03:00:00
14,4,280.0,0.006711409,0.77734375,0.0,2023-06-15 04:00:00
14,5,280.0,0.0,0.796875,0.0,2023-06-15 05:00:00
14,6,170.0,0.0,0.79296875,0.0,2023-06-15 06:00:00
14,7,10.0,0.0,0.828125,0.037463977,2023-06-15 07:00:00
14,8,360.0,0.033557047,0.8515625,0.129682997,2023-06-15 08:00:00
14,9,40.0,0.053691275,0.8984375,0.354466859,2023-06-15 09:00:00
14,10,80.0,0.140939597,0.93359375,0.46685879,2023-06-15 10:00:00
14,11,50.0,0.174496644,0.94921875,0.714697406,2023-06-15 11:00:00
14,12,50.0,0.241610738,0.96875,0.720461095,2023-06-15 12:00:00
14,13,80.0,0.255033557,0.97265625,0.703170029,2023-06-15 13:00:00
14,14,120.0,0.265100671,0.9765625,0.922190202,2023-06-15 14:00:00
14,15,120.0,0.275167785,0.95703125,0.631123919,2023-06-15 15:00:00
14,16,80.0,0.288590604,0.90625,0.363112392,2023-06-15 16:00:00
14,17,100.0,0.275167785,0.85546875,0.132564841,2023-06-15 17:00:00
14,18,80.0,0.288590604,0.8671875,0.074927954,2023-06-15 18:00:00
14,19,120.0,0.27852349,0.84375,0.008645533,2023-06-15 19:00:00
14,20,80.0,0.268456376,0.83984375,0.0,2023-06-15 20:00:00
14,21,70.0,0.281879195,0.8359375,0.0,2023-06-15 21:00:00
14,22,50.0,0.288590604,0.82421875,0.0,2023-06-15 22:00:00
14,23,70.0,0.281879195,0.8046875,0.0,2023-06-15 23:00:00
14,24,80.0,0.315436242,0.80859375,0.0,2023-06-16 00:00:00
15,1,120.0,0.315436242,0.75,0.0,2023-06-16 01:00:00
15,2,120.0,0.315436242,0.78125,0.0,2023-06-16 02:00:00
15,3,90.0,0.315436242,0.77734375,0.0,2023-06-16 03:00:00
15,4,100.0,0.32885906,0.7109375,0.0,2023-06-16 04:00:00
15,5,100.0,0.302013423,0.74609375,0.0,2023-06-16 05:00:00
15,6,100.0,0.33557047,0.75390625,0.0,2023-06-16 06:00:00
15,7,90.0,0.355704698,0.7421875,0.011527378,2023-06-16 07:00:00
15,8,100.0,0.389261745,0.71875,0.069164265,2023-06-16 08:00:00
15,9,120.0,0.40604026849999997,0.73828125,0.158501441,2023-06-16 09:00:00
15,10,100.0,0.422818792,0.72265625,0.132564841,2023-06-16 10:00:00
